position,rank,name,lastName,uri,imageUri,worth,worthChange,age,source,industry,gender,country,title,timestamp,archivedWorth
1359,1359,Alexandra Daitch,Daitch,alexandra-daitch,no-pic-female,1374.477,0,52,Cargill,Food and Beverage,F,United States,,1448641501521,1600
1360,1359,Katherine Tanner,Tanner,katherine-tanner,no-pic-female,1374.477,0,59,Cargill,Food and Beverage,F,United States,,1448641501521,1600
1361,1359,Lucy Stitzer,Stitzer,lucy-stitzer,no-pic-female,1374.477,0,55,Cargill,Food and Beverage,F,United States,,1448641501521,1600
1362,1359,Sarah Chaney,Chaney,sarah-chaney,no-pic-female,1374.477,0,61,Cargill,Food and Beverage,F,United States,,1448641501521,1600
1363,1363,Stanley Perron,Perron,stanley-perron,stanley-perron,1374.024,0,93,"property, retail",Real Estate,M,Australia,,1448641501521,1500
1364,1364,Chen Yung-Tai,Chen,chen-yung-tai,chen-yung-tai,1373.933,0.235,79,real estate,Real Estate,M,Taiwan,,1448641501521,1450
1365,1365,Wilma Tisch,Tisch,wilma-tisch,wilma-tisch,1370.807,0.911,88,diversified,Investments,F,United States,,1448641501521,1450
1366,1366,Allan Wong,Wong,allan-wong,allan-wong,1370.178,-0.513,65,electronics,Manufacturing,M,Hong Kong,,1448641501521,1600
1367,1367,Anne Gittinger,Gittinger,anne-gittinger,no-pic-female,1370.119,-6.481,79,Nordstrom department stores,Retail,F,United States,,1448641501521,1800
1368,1368,Farris Wilks,Wilks,farris-wilks,farris-wilks,1369,0,63,natural gas,Oil,M,United States,,1448641501521,1350
1369,1369,Edmund Ansin,Ansin,edmund-ansin,edmund-ansin,1368.495,0,79,television,Media,M,United States,"President, Sunbeam Television, Corp.",1448641501521,1400
1370,1370,Chao Teng-Hsiung,Chao,chao-teng-hsiung,chao-teng-hsiung,1368.271,1.981,71,real estate,Real Estate,M,Taiwan,,1448641501521,1450
1371,1371,Sameer Gehlaut,Gehlaut,sameer-gehlaut,sameer-gehlaut,1365.644,-2.943,41,finance,Finance,M,India,,1448641501521,1300
1372,1372,Ren Zhengfei,Ren,ren-zhengfei,ren-zhengfei,1365.317,0,71,telecom equipment,Telecom,M,China,,1448641501521,1000
1373,1373,Gian Marco Moratti,Moratti,gian-marco-moratti,gian-marco-moratti,1365.031,-5.548,78,oil,Energy,M,Italy,,1448641501521,1250
1374,1374,Sun Shoukuan,Sun,sun-shoukuan,sun-shoukuan,1364.684,0,66,chemicals,Manufacturing,M,China,,1448641501521,1500
1375,1375,Steve Case,Case,steve-case,steve-case,1361.858,-2.035,57,AOL,Technology,M,United States,,1448641501521,1350
1376,1376,Scott Lin,Lin,scott-lin,scott-lin,1359.832,-2.512,,optical components,Technology,M,Taiwan,,1448641501521,1500
1377,1377,Rolf Gerling,Gerling,rolf-gerling,rolf-gerling,1357.082,0,60,insurance,Finance,M,Germany,,1448641501521,1500
1378,1378,John Martin,Martin,john-martin-10,no-pic,1356.901,0.53,64,pharmaceuticals,Medicine,M,United States,,1448641501521,1000
1379,1379,Nikolai Buinov,Buinov,nikolai-buinov,no-pic,1354.649,0,48,oil & gas,Oil,M,Russia,,1448641501521,1700
1380,1380,Gustavo Denegri,Denegri,gustavo-denegri,gustavo-denegri,1352.741,29.464,79,medical tests,Medicine,M,Italy,,1448641501521,1050
1381,1381,Fritz Draexlmaier,Draexlmaier,fritz-draexlmaier,fritz-draexlmaier,1352.599,0,,auto parts,Automotive,M,Germany,,1448641501521,1500
1382,1382,Binod Chaudhary,Chaudhary,binod-chaudhary,binod-chaudhary,1352.281,0,60,diversified,Diversified,M,Nepal,,1448641501521,1300
1383,1383,Lu Yonghua,Lu,lu-yonghua,lu-yonghua,1351.927,-107.866,52,electronics,Technology,M,China,,1448641501521,1000
1384,1384,Lin Bin,Lin,lin-bin,lin-bin,1350,0,47,smartphones,Technology,M,China,,1448641501521,1350
1385,1385,Allan Gray,Gray,allan-gray,allan-gray,1348.948,0,77,investing,Finance,M,South Africa,,1448641501521,1550
1386,1386,Mori Arkin,Arkin,mori-arkin,mori-arkin,1346.884,2.529,63,pharmaceuticals,Healthcare,M,Israel,,1448641501521,1300
1387,1387,James Leininger,Leininger,james-leininger,james-leininger,1346.8,0,70,medical products,Healthcare,M,United States,,1448641501521,1300
1388,1388,Michael Steinhardt,Steinhardt,michael-steinhardt,michael-steinhardt,1346.396,-5.904,74,finance,Finance,M,United States,,1448641501521,1300
1389,1389,Jayme Garfinkel,Garfinkel,jayme-garfinkel,jayme-garfinkel,1344.878,-19.378,69,insurance,Finance,M,Brazil,,1448641501521,1500
1390,1390,Kazuo Okada,Okada,kazuo-okada,kazuo-okada,1343.942,-15.953,73,casinos,Gaming,M,Japan,,1448641501521,1250
1391,1391,Zhu Gongshan,Zhu,zhu-gongshan,zhu-gongshan,1343.567,-52.629,57,solar panel materials,Manufacturing,M,China,,1448641501521,1500
1392,1392,Oleg Boyko,Boyko,oleg-boyko,oleg-boyko,1341.305,0,51,diversified,Diversified,M,Russia,,1448641501521,1300
1393,1393,Theodore Rachmat,Rachmat,theodore-rachmat,theodore-rachmat,1336.642,-8.757,71,diversified,Diversified,M,Indonesia,,1448641501521,1900
1394,1394,Ziyad Manasir,Manasir,ziyad-manasir,ziyad-manasir,1333.846,0,49,construction,Construction & Engineering,M,Russia,,1448641501521,1100
1395,1395,Anand Burman,Burman,anand-burman-1,no-pic,1333.729,3.793,63,consumer goods,Food and Beverage,M,India,,1448641501521,1400
1396,1396,John Edson,Edson,john-edson,john-edson,1331.33,0,83,leisure craft,Manufacturing,M,United States,,1448641501521,1300
1397,1397,Markus Persson,Persson,markus-persson,markus-persson,1330.397,0,36,Minecraft,Gaming,M,Sweden,,1448641501521,1300
1398,1398,Dan Wilks,Wilks,dan-wilks,dan-wilks,1330,0,59,natural gas,Oil,M,United States,,1448641501521,1350
1399,1399,Elisabeth Badinter,Badinter,elisabeth-badinter,elisabeth-badinter,1328.27,23.987,71,advertising,Media,F,France,,1448641501521,1650
1400,1400,Thomas Sandell,Sandell,thomas-sandell,thomas-sandell,1325,0,54,hedge funds,Investments,M,Sweden,"Founder, Sandell Asset Management",1448641501521,1300
1401,1401,Bruce Nordstrom,Nordstrom,bruce-nordstrom,bruce-nordstrom,1323.207,-6.128,82,department stores,Retail,M,United States,,1448641501521,1800
1402,1402,Pierre Papillaud,Papillaud,pierre-papillaud,no-pic,1323.169,0,80,water,Food and Beverage,M,France,,1448641501521,1200
1403,1403,Shin Dong-Joo,Shin,shin-dong-joo,shin-dong-joo,1323.12,38.938,61,retailing,Fashion and Retail,M,South Korea,,1448641501521,1350
1404,1404,Ahmet Nazif Zorlu,Zorlu,ahmet-nazif-zorlu,ahmet-nazif-zorlu,1318.741,-13.646,71,diversified,Diversified,M,Turkey,,1448641501521,1400
1405,1405,Jorge Moll Filho,Moll Filho,jorge-moll-filho,no-pic,1318.377,0,70,hospitals,Healthcare,M,Brazil,,1448641501521,1800
1406,1406,Cheng Xue,Cheng,cheng-xue,no-pic-female,1318.067,-22.95,45,soy sauce maker,Food and Beverage,F,China,,1448641501521,1050
1407,1407,Antony Ressler,Ressler,antony-ressler,antony-ressler,1317.571,0.853,53,finance,Finance,M,United States,,1448641501521,1500
1408,1408,Jack Cowin,Cowin,jack-cowin,jack-cowin,1317.388,4.667,73,fast food,Food and Beverage,M,Australia,,1448641501521,1150
1409,1409,Nicholas Woodman,Woodman,nicholas-woodman,nicholas-woodman,1316.971,8.771,40,GoPro,Technology,M,United States,"Founder, CEO and Chairman, GoPro",1448641501521,2400
1410,1410,Koo Bon-Neung,Koo,koo-bon-neung,koo-bon-neung,1316.816,15.095,66,electronics,Manufacturing,M,South Korea,,1448641501521,1300
1411,1411,Sidney Kimmel,Kimmel,sidney-kimmel,sidney-kimmel,1313.27,0,87,retail,Fashion and Retail,M,United States,,1448641501521,1300
1412,1412,Michael Price,Price,michael-price,michael-price,1312.712,-1.881,63,investments,Investments,M,United States,"President, MFP Investors Inc.",1448641501521,1400
1413,1413,Asok Kumar Hiranandani,Hiranandani,asok-kumar-hiranandani,asok-kumar-hiranandani,1312.397,0,60,real estate,Real Estate,M,Singapore,,1448641501521,1350
1414,1414,Alain Taravella,Taravella,alain-taravella,alain-taravella,1311.683,0.279,67,real estate,Real Estate,M,France,,1448641501521,1300
1415,1415,Lau Cho Kun,Lau,lau-cho-kun,lau-cho-kun,1310.646,-16.263,80,palm oil/real estate,Diversified,M,Malaysia,,1448641501521,1080
1416,1416,Jasminder Singh,Singh,jasminder-singh,jasminder-singh,1309.721,0,64,Hotels,Real Estate,M,United Kingdom,,1448641501521,1300
1417,1417,Yoshiyuki Sankai,Sankai,yoshiyuki-sankai,yoshiyuki-sankai,1309.08,57.822,57,robotics,Technology,M,Japan,,1448641501521,1050
1418,1418,Liao Long-Shing,Liao,liao-long-shing,liao-long-shing,1308.537,0,63,petrochemicals,Manufacturing,M,Taiwan,,1448641501521,1600
1419,1418,Suhon Lin,Lin,suhon-lin,suhon-lin,1308.537,0,87,petrochemicals,Manufacturing,M,Taiwan,,1448641501521,1600
1420,1418,Tseng Shin-Yi,Tseng,tseng-shin-yi,no-pic,1308.537,0,87,petrochemicals,Manufacturing,M,Taiwan,,1448641501521,1650
1421,1421,Lee Ho-Jin,Lee,lee-ho-jin,lee-ho-jin,1307.783,6.06,52,petrochemicals / finance / media / electronics,Diversified,M,South Korea,,1448641501521,1100
1422,1422,Roustam Tariko,Tariko,roustam-tariko,roustam-tariko,1306.256,0,53,banking,Finance,M,Russia,,1448641501521,1100
1423,1423,Kommer Damen,Damen,kommer-damen,kommer-damen,1305.511,0,71,shipbuilding,Manufacturing,M,Netherlands,,1448641501521,1500
1424,1424,Ahmet Calik,Calik,ahmet-calik,ahmet-calik,1304.692,0,57,"energy, media, banking",Diversified,M,Turkey,,1448641501521,1400
1425,1425,Igor Altushkin,Altushkin,igor-altushkin,igor-altushkin,1303.192,0,45,metals,Metals & Mining,M,Russia,,1448641501521,1600
1426,1426,Sheryl Sandberg,Sandberg,sheryl-sandberg,sheryl-sandberg,1301.003,-1.721,46,Facebook,Technology,F,United States,"COO, Facebook",1448641501521,1000
1427,1427,Ni Zhaoxing,Ni,ni-zhaoxing,ni-zhaoxing,1300,0,59,real estate,Real Estate,M,China,,1448641501521,1300
1428,1428,Manuel Villar,Villar,manuel-villar,manuel-villar,1299.914,-6.804,65,Real estate,Real Estate,M,Philippines,,1448641501521,1600
1429,1429,Reinold Geiger,Geiger,reinold-geiger,reinold-geiger,1299.126,14.303,68,beauty products,Fashion and Retail,M,Austria,,1448641501521,1550
1430,1430,Maria Ines de Lafuente Lacroze,de Lafuente Lacroze,maria-ines-de-lafuente-lacroze,no-pic-female,1297.455,0,71,cement firm,Construction & Engineering,F,Argentina,,1448641501521,1300
1431,1431,Miao Shouliang,Miao,miao-shouliang,miao-shouliang,1295.436,0,60,"real estate, diversified",Diversified,M,China,,1448641501521,1300
1432,1432,William Macaulay,Macaulay,william-macaulay,william-macaulay,1295,0,70,energy investments,Energy,M,United States,,1448641501521,1300
1433,1433,Zhu Chongyun,Zhu,zhu-chongyun,zhu-chongyun,1292.65,0,51,apparel retailer,Fashion and Retail,F,China,,1448641501521,1300
1434,1434,Shishir Bajaj,Bajaj,shishir-bajaj,shishir-bajaj,1291.044,-16.168,67,consumer goods,Food and Beverage,M,India,,1448641501521,1150
1435,1435,Jonathan Harmsworth,Harmsworth,jonathan-harmsworth,jonathan-harmsworth,1290.962,35.857,47,publishing,Media,M,United Kingdom,,1448641501521,1500
1436,1436,Li Yihai,Li,li-yihai,no-pic,1289.595,0,52,pharmaceuticals,Medicine,M,China,,1448641501521,1350
1437,1437,Hong Ra-Hee,Hong,hong-ra-hee,hong-ra-hee,1288.211,26.522,70,Samsung,Technology,F,South Korea,,1448641501521,1400
1438,1438,Michael Krasny,Krasny,michael-krasny,michael-krasny,1287.197,0,62,retail,Technology,M,United States,"President, Sawdust Investment Management Corp.",1448641501521,1300
1439,1439,Chey Ki-Won,Chey,chey-ki-won,chey-ki-won,1287.028,66.581,51,computer services,Technology,F,South Korea,,1448641501521,1100
1440,1440,Serge Godin,Godin,serge-godin-1,no-pic,1286.826,-1.758,66,Information Technology,Technology,M,Canada,"Chairman and CEO, CGI Group",1448641501521,1200
1441,1441,Anand Mahindra,Mahindra,anand-mahindra,anand-mahindra,1283.243,30.167,60,automobiles,Automotive,M,India,,1448641501521,1200
1442,1442,Thomas Bruch,Bruch,thomas-bruch,thomas-bruch,1282.867,0,65,food retailing,Fashion and Retail,M,Germany,,1448641501521,1400
1443,1443,Andrei Kosogov,Kosogov,andrei-kosogov,andrei-kosogov,1281.965,-2.865,54,"oil, telecom, banking",Energy,M,Russia,,1448641501521,1300
1444,1444,Kenneth Tuchman,Tuchman,kenneth-tuchman,no-pic,1281.478,3.178,56,outsourcing,Service,M,United States,,1448641501521,1100
1445,1445,An Kang,An,an-kang,an-kang,1281.288,-119.866,66,pharmaceuticals,Healthcare,M,China,,1448641501521,1200
1446,1446,Lily Safra,Safra,lily-safra,lily-safra,1277.814,0,77,banking,Finance,F,Monaco,,1448641501521,1300
1447,1447,Jim Thompson,Thompson,jim-thompson,jim-thompson,1272.093,0,75,logistics,Logistics,M,United States,,1448641501521,1500
1448,1448,Alan Rydge,Rydge,alan-rydge,alan-rydge,1271.963,-2.045,63,entertainment,Real Estate,M,Australia,,1448641501521,1200
1449,1449,Richard Chilton Jr,Chilton Jr,richard-chilton-jr,richard-chilton-jr,1271.72,0,57,hedge funds,Investments,M,United States,"Founder, Chilton Investment Company, LLC",1448641501521,1200
1450,1450,Charles Edelstenne,Edelstenne,charles-edelstenne,charles-edelstenne,1269.438,9.354,77,aviation,Manufacturing,M,France,,1448641501521,1000
1451,1451,Roman Avdeev,Avdeev,roman-avdeev,roman-avdeev,1268.433,0,48,"banking, development",Finance,M,Russia,,1448641501521,1100
1452,1452,Liang Zhaoxian,Liang,liang-zhaoxian,liang-zhaoxian,1267.828,0,50,appliances,Manufacturing,M,China,,1448641501521,1100
1453,1453,Thor Bjorgolfsson,Bjorgolfsson,thor-bjorgolfsson,thor-bjorgolfsson,1267.241,0,48,investments,Diversified,M,Iceland,,1448641501521,1300
1454,1454,Stephen Feinberg,Feinberg,stephen-feinberg,no-pic,1267.197,0,55,private equity,Investments,M,United States,"Co-founder and CEO, Cerberus Capital Management",1448641501521,1300
1455,1455,Stewart Horejsi,Horejsi,stewart-horejsi,no-pic,1265.429,2.495,78,Berkshire Hathaway,Investments,M,United States,,1448641501521,1400
1456,1456,P.N.C. Menon,Menon,pnc-menon,pnc-menon,1264.379,3.259,67,real estate,Real Estate,M,Oman,,1448641501521,1000
1457,1457,Henadiy Boholyubov,Boholyubov,henadiy-boholyubov,no-pic,1261.396,0,53,"banking, investments",Diversified,M,Ukraine,,1448641501521,1250
1458,1458,Pier Luigi Loro Piana,Loro Piana,pier-luigi-loro-piana,pier-luigi-loro-piana,1261.3,0,63,fashion,Fashion and Retail,M,Italy,,1448641501521,1350
1459,1459,Stephen Saad,Saad,stephen-saad,stephen-saad,1259.028,-50.305,51,pharmaceuticals,Healthcare,M,South Africa,,1448641501521,2100
1460,1460,Monique Roosmale Nepveu,Roosmale Nepveu,monique-roosmale-nepveu,no-pic-female,1257.995,0,75,commodities,Food and Beverage,F,France,,1448641501521,1500
1461,1461,Fu Kwan,Fu,fu-kwan,fu-kwan,1256.612,-61.192,58,diversified,Diversified,M,China,,1448641501521,
1462,1462,Sun Pingfan,Sun,sun-pingfan,sun-pingfan,1252.543,-180.578,46,knitting machines,Manufacturing,M,China,,1448641501521,
1463,1463,Marie-Jeanne Meyer,Meyer,marie-jeanne-meyer,no-pic-female,1252.34,0,73,commodities,Food and Beverage,F,France,"President of PE firm Florac, Louis Dreyfus SAS",1448641501521,1500
1464,1464,Len Ainsworth,Ainsworth,len-ainsworth,len-ainsworth,1252.036,3.766,92,betting machines,Gaming,M,Australia,,1448641501521,1200
1465,1465,Clement Fayat,Fayat,clement-fayat,no-pic,1251.957,0,83,construction,Construction & Engineering,M,France,,1448641501521,1400
1466,1466,Roberto Angelini Rossi,Angelini Rossi,roberto-angelini-rossi,roberto-angelini-rossi,1249.293,0,67,"forestry, mining",Diversified,M,Chile,,1448641501521,1550
1467,1467,Valentin Gapontsev,Gapontsev,valentin-gapontsev,valentin-gapontsev,1247.012,31.65,76,lasers,Manufacturing,M,Russia,,1448641501521,1200
1468,1468,Luigi Cremonini,Cremonini,luigi-cremonini,luigi-cremonini,1244.087,2.262,76,meat processing,Food and Beverage,M,Italy,,1448641501521,1200
1469,1469,Wan Lianbu,Wan,wan-lianbu,no-pic,1243.843,-115.21,50,fertilizers,Manufacturing,M,China,,1448641501521,1250
1470,1470,David Penaloza Alanis,Penaloza Alanis,david-penaloza-alanis,no-pic,1243.453,4.719,41,toll roads,Construction & Engineering,M,Mexico,,1448641501521,1200
1471,1471,Ihor Kolomoyskyy,Kolomoyskyy,ihor-kolomoyskyy,ihor-kolomoyskyy,1243.222,-0.329,52,"banking, investments",Diversified,M,Ukraine,,1448641501521,1300
1472,1472,Kiat Chiaravanont,Chiaravanont,kiat-chiaravanont,no-pic,1241.944,-30.439,,food,Food and Beverage,M,Thailand,,1448641501521,1350
1473,1473,Mustafa Latif Topbas,Topbas,mustafa-latif-topbas,no-pic,1240.617,-19.066,71,"food manufacturing, retail",Fashion and Retail,M,Turkey,,1448641501521,1350
1474,1474,Lev Kvetnoi,Kvetnoi,lev-kvetnoi,lev-kvetnoi,1240,0,50,"cement, airport",Investments,M,Russia,,1448641501521,1200
1475,1475,Sanjiv Goenka,Goenka,sanjiv-goenka,sanjiv-goenka,1239.381,-4.327,54,diversified,Diversified,M,India,,1448641501521,1400
1476,1476,Coucke Marc,Marc,coucke-marc,coucke-marc,1239.144,0.4,50,pharmaceuticals,Healthcare,M,Belgium,,1448641501521,1300
1477,1477,Fatma Yazici,Yazici,fatma-yazici,no-pic-female,1237.931,0,42,Diversified,Diversified,F,Turkey,,1448641501521,1000
1478,1478,Zhang Zhirong,Zhang,zhang-zhirong,zhang-zhirong,1237.538,-21.951,46,shipbuilding,Logistics,M,Hong Kong,,1448641501521,1400
1479,1479,Paolo Bulgari,Bulgari,paolo-bulgari,paolo-bulgari,1235.336,-6.764,78,luxury goods,Fashion and Retail,M,Italy,,1448641501521,1350
1480,1480,Gleb Fetisov,Fetisov,gleb-fetisov,gleb-fetisov,1234,0,49,"telecom, finance",Telecom,M,Russia,,1448641501521,1200
1481,1481,Albert Yeung,Yeung,albert-yeung,albert-yeung,1232.374,-20.768,71,"real estate, retail",Diversified,M,Hong Kong,,1448641501521,1300
1482,1482,Ana Maria Brescia Cafferata,Brescia Cafferata,ana-maria-brescia-cafferata,no-pic-female,1232.156,-12.235,91,"mining, banking",Diversified,F,Peru,,1448641501521,1550
1483,1483,Sudthida Ratanarak,Ratanarak,sudthida-ratanarak,no-pic-female,1231.823,-8.339,,"media, real estate",Media,F,Thailand,,1448641501521,1650
1484,1484,Angela Leong,Leong,angela-leong,angela-leong,1230.617,-14.632,54,casinos,Gaming,F,Hong Kong,,1448641501521,1700
1485,1485,Peter Sperling,Sperling,peter-sperling,peter-sperling,1228.528,-0.666,56,education,Service,M,United States,,1448641501521,1300
1486,1486,Elaine Wynn,Wynn,elaine-wynn,elaine-wynn,1225.736,-11.398,73,"casinos, hotels",Gaming,F,United States,"Board Member, Wynn Las Vegas, LLC",1448641501521,2000
1487,1487,William F. Austin,Austin,william-f-austin,william-f-austin,1223.997,0,73,hearing aids,Manufacturing,M,United States,,1448641501521,1200
1488,1488,Charles Munger,Munger,charles-munger,charles-munger,1222.603,2.298,91,Berkshire Hathaway,Investments,M,United States,"Vice Chairman, Berkshire Hathaway",1448641501521,1300
1489,1489,Radhe Shyam Agarwal,Agarwal,radhe-shyam-agarwal,radhe-shyam-agarwal,1221.062,-17.028,70,consumer goods,Fashion and Retail,M,India,,1448641501521,1400
1490,1489,Radhe Shyam Goenka,Goenka,radhe-shyam-goenka,radhe-shyam-goenka,1221.062,-17.028,69,consumer goods,Fashion and Retail,M,India,,1448641501521,1400
1491,1491,Lou Zhongfu,Lou,lou-zhongfu,lou-zhongfu,1220.136,-30.054,61,real estate,Real Estate,M,China,,1448641501521,1100
1492,1492,Tang Hsiang-chien,Tang,tang-hsiang-chien,tang-hsiang-chien,1219.343,-28.127,92,textiles/electronics,Manufacturing,M,Hong Kong,,1448641501521,1200
1493,1493,Gordon Wu,Wu,gordon-wu,gordon-wu,1213.767,-17.337,80,real estate,Real Estate,M,Hong Kong,,1448641501521,1250
1494,1494,Miriam Blocher,Blocher,miriam-blocher,no-pic-female,1212.151,-9.138,40,chemicals,Manufacturing,F,Switzerland,,1448641501521,1300
1495,1495,Aneel Bhusri,Bhusri,aneel-bhusri,aneel-bhusri,1210.266,-0.94,49,business software,Technology,M,United States,"CEO and Cofounder, Workday",1448641501521,1300
1496,1496,Chen Tianqiao,Chen,chen-tianqiao,chen-tianqiao,1209.41,0.375,42,online games,Technology,M,China,,1448641501521,1200
1497,1497,Irwin Jacobs,Jacobs,irwin-jacobs,irwin-jacobs,1208.892,-8.717,82,semiconductors,Technology,M,United States,"Cofounder, Qualcomm",1448641501521,1700
1498,1498,Liu Zhenfeng,Liu,liu-zhenfeng,no-pic,1208.379,-46.549,54,oilfield equipment,Manufacturing,M,China,,1448641501521,
1499,1499,Nicola Bulgari,Bulgari,nicola-bulgari,nicola-bulgari,1208.051,-6.031,74,luxury goods,Fashion and Retail,M,Italy,,1448641501521,1300
1500,1500,Fernando Roberto Moreira Salles,Moreira Salles,fernando-roberto-moreira-salles,no-pic,1207.434,-3.614,69,"banking, minerals",Diversified,M,Brazil,,1448641501521,2100
1501,1500,Joao Moreira Salles,Moreira Salles,joao-moreira-salles,joao-moreira-salles,1207.434,-3.614,53,"banking, minerals",Diversified,M,Brazil,,1448641501521,2100
1502,1500,Pedro Moreira Salles,Moreira Salles,pedro-moreira-salles,pedro-moreira-salles,1207.434,-3.614,56,"banking, minerals",Diversified,M,Brazil,,1448641501521,2100
1503,1500,Walther Moreira Salles Junior,Moreira Salles Junior,walther-moreira-salles-junior,walther-moreira-salles-junior,1207.434,-3.614,59,"banking, minerals",Finance,M,Brazil,,1448641501521,2100
1504,1504,Horst Wortmann,Wortmann,horst-wortmann,horst-wortmann,1206.356,0,74,footwear,Fashion and Retail,M,Germany,,1448641501521,1300
1505,1505,Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,1204.082,0,79,electronics,Technology,M,Taiwan,,1448641501521,1550
1506,1506,William Berkley,Berkley,william-berkley-2,no-pic,1202.56,1.343,69,insurance,Finance,M,United States,"Chairman and CEO, WR Berkley",1448641501521,1100
1507,1507,Djoko Susanto,Susanto,djoko-susanto,djoko-susanto,1202.53,-15.939,65,retail,Retail,M,Indonesia,,1448641501521,1100
1508,1508,Alexander Rovt,Rovt,alexander-rovt,alexander-rovt,1201.657,0,63,"fertilizer, real estate",Manufacturing,M,United States,,1448641501521,1200
1509,1509,Ou Zonghong,Ou,ou-zonghong,no-pic,1201.053,0,45,real estate,Real Estate,M,China,,1448641501521,1100
1510,1510,Polys Haji-Ioannou,Haji-Ioannou,polys-haji-ioannou,no-pic,1200.567,19.126,56,EasyJet,Service,M,Cyprus,,1448641501521,1300
1511,1511,Eduardo Belmont Anderson,Belmont Anderson,eduardo-belmont-anderson,no-pic,1200.46,0,70,cosmetics,Fashion and Retail,M,Peru,,1448641501521,1300
1512,1512,Drew Houston,Houston,drew-houston,drew-houston,1200,0,32,Dropbox,Technology,M,United States,"Cofounder and CEO, Dropbox",1448641501521,1200
1513,1512,Jerry Reinsdorf,Reinsdorf,jerry-reinsdorf,jerry-reinsdorf,1200,0,79,sports teams,Sports,M,United States,,1448641501521,1300
1514,1514,Kishore Mariwala,Mariwala,kishore-mariwala,no-pic,1197.264,-29.306,80,consumer goods,Food and Beverage,M,India,,1448641501521,1100
1515,1515,Turgay Ciner,Ciner,turgay-ciner,turgay-ciner,1196.549,-1.754,59,diversified,Diversified,M,Turkey,,1448641501521,1250
1516,1516,Gerry Harvey,Harvey,gerry-harvey,gerry-harvey,1192.724,2.588,76,retail,Fashion and Retail,M,Australia,,1448641501521,1300
1517,1517,Evgeny (Eugene) Shvidler,Shvidler,evgeny-eugene-shvidler,evgeny-eugene-shvidler,1192.575,-2.195,51,"oil & gas, investments",Energy,M,United States,,1448641501521,1300
1518,1518,Alberto Alcocer,Alcocer,alberto-alcocer,alberto-alcocer,1187.864,3.38,72,investments,Investments,M,Spain,,1448641501521,1300
1519,1519,Jacky Xu,Xu,jacky-xu,no-pic,1187.688,2.37,,apparel,Fashion and Retail,M,St. Kitts and Nevis,,1448641501521,1200
1520,1520,Ayman Asfari,Asfari,ayman-asfari,ayman-asfari,1186.348,9.562,57,oil services,Energy,M,United Kingdom,,1448641501521,1200
1521,1521,Huang Shaowu,Huang,huang-shaowu,no-pic,1182.008,-130.95,44,mobile phone retailing,Fashion and Retail,M,China,,1448641501521,
1522,1522,Ken Grossman,Grossman,ken-grossman,ken-grossman,1181.387,0,,beer,Food and Beverage,M,United States,,1448641501521,1000
1523,1523,Vladimir Gruzdev,Gruzdev,vladimir-gruzdev,vladimir-gruzdev,1180.554,0,48,investments,Retail,M,Russia,,1448641501521,1200
1524,1524,Jacques Saade,Saade,jacques-saade,jacques-saade,1180,0,78,shipping,Logistics,M,France,,1448641501521,1200
1525,1525,Achmad Hamami,Hamami,achmad-hamami,achmad-hamami,1179.284,5.119,85,heavy equipment,Construction & Engineering,M,Indonesia,,1448641501521,1300
1526,1526,K. Dinesh,Dinesh,k-dinesh,k-dinesh,1178.372,17.232,61,software services,Technology,M,India,,1448641501521,1250
1527,1527,Remo Ruffini,Ruffini,remo-ruffini,remo-ruffini,1177.262,3.635,54,winter jackets,Fashion and Retail,M,Italy,,1448641501521,1150
1528,1528,Erika Pohl-Stroher,Pohl-Stroher,erika-pohl-stroher,no-pic-female,1174.311,0,96,hair products,Retail,F,Germany,,1448641501521,1300
1529,1529,Alexander Lutsenko,Lutsenko,alexander-lutsenko,alexander-lutsenko,1173.278,0,53,agribusiness,Food and Beverage,M,Russia,,1448641501521,1100
1530,1530,Yu Minhong,Yu,yu-minhong,yu-minhong,1173.082,-22.669,53,education,Service,M,China,,1448641501521,
1531,1531,Hasmukh Chudgar,Chudgar,hasmukh-chudgar,no-pic,1169.057,0,82,pharmaceuticals,Medicine,M,India,,1448641501521,1200
1532,1532,Dmitry Mazepin,Mazepin,dmitry-mazepin,dmitry-mazepin,1165.434,22.98,47,chemicals,Manufacturing,M,Russia,,1448641501521,1300
1533,1533,O. Francis Biondi,Biondi,o-francis-biondi,no-pic,1165,0,51,hedge fund,Finance,M,United States,,1448641501521,1200
1534,1534,Mehmet Nazif Gunal,Gunal,mehmet-nazif-gunal,no-pic,1164.847,0,67,"tourism, construction",Diversified,M,Turkey,,1448641501521,1200
1535,1535,Brian Higgins,Higgins,brian-higgins-1,no-pic,1164,0,50,Hedge fund,Finance,M,United States,"Co-Founder, King Street Capital Management",1448641501521,1200
1536,1536,Alberto Prada,Prada,alberto-prada,no-pic,1161.271,-7.921,,Prada,Fashion and Retail,M,Italy,,1448641501521,1800
1537,1536,Marina Prada,Prada,marina-prada,marina-prada,1161.271,-7.921,,Prada,Fashion and Retail,F,Italy,,1448641501521,1800
1538,1538,Patrice Motsepe,Motsepe,patrice-motsepe,patrice-motsepe,1158.722,8.306,53,mining,Metals & Mining,M,South Africa,,1448641501521,2200
1539,1539,Peter Alfond,Alfond,peter-alfond,no-pic,1154.844,2.585,63,shoes,Fashion and Retail,M,United States,,1448641501521,
